timestamp,free_rate,throughput,fragment_rate,avg_waiting_time,avg_completion_time,avg_migration_times,unused_node_num,num task in wl
2139,0.996,0.0,0.0,0.0,0.0,0.0,498,0
12139,0.016,0.0,0.0,4976.1,0.0,0.0,8,0
22139,0.016,7.805230588554135,0.0,5203.083333333333,15281.0,0.0,8,0
32139,0.272,8.064967796135535,0.0,5341.888888888889,16796.0,0.0,136,6
42139,0.132,10.251785756662477,0.0,7406.535714285715,23870.4,0.0,66,15
52139,0.228,9.94265329216134,0.0,12103.3125,24713.0,0.0,114,13
62139,0.176,16.685173562496985,0.0,14654.09523809524,24943.666666666668,0.0,88,20
72139,0.004,17.965316957540303,0.0,19416.0,27599.93333333333,0.0,2,18
82139,0.004,15.778132190555034,0.0,23701.714285714286,27599.93333333333,0.0,2,18
92139,0.01575,15.941132419496627,0.0017748478701825,14027.495327102804,31541.117647058825,0.0,7,58
102139,0.018,35.52805490556986,0.0,15739.04255319149,21677.64285714286,0.0,9,73
112139,0.0,48.53975869233719,0.0,15754.458536585364,22449.85714285714,0.0,0,106
122139,0.028,67.90951293198732,0.0,17366.847908745247,21897.8125,0.0,14,127
132139,0.074,86.96297081103988,0.0,20315.939799331103,20988.30827067669,0.0,37,136
142139,0.066,97.25691048902834,0.0,24537.049342105263,21454.625,0.0,33,110
152139,0.112,109.03713051880187,0.0,28007.124183006537,26265.182291666668,0.0,56,95
162139,0.08,105.5094702693368,0.0,31016.5667752443,27181.868686868685,0.0,40,95
172139,0.04,105.40319160678288,0.0,29704.393258426968,29356.43333333333,0.0,20,94
182139,0.13775,117.64202065455504,0.0020254629629629,29260.794044665014,26713.947580645163,0.0,68,113
192139,0.014,129.0565684218196,0.0,29101.913140311804,27724.56794425087,0.0,7,125
202139,0.00275,137.6320254874121,0.000751503006012,27978.15399239544,26174.683229813665,0.0,1,148
212139,0.16375,153.13732976963215,0.0020883054892601,29787.76094890511,24690.547872340427,0.0,81,152
222139,0.00175,149.3551334974948,0.00175,31982.0,24527.1328125,0.0,0,151
232139,0.0095,149.9928921895933,0.0015120967741935,34383.07950530035,25102.98263027296,0.0,4,135
242139,0.194,146.65295553380497,0.0,36711.43386243386,25752.586374695864,0.0,97,134
252139,0.194,140.8366020330056,0.0,39074.74955908289,25752.586374695864,0.0,97,134
262139,0.048,141.39673989753527,0.0,38741.22585924713,30955.335664335664,0.0,24,153
272139,0.0115,144.77307552390505,0.0015151515151515,39883.49056603773,30304.18859649123,0.0,5,140
282139,0.00025,144.54152031445494,0.00025,40237.93582089552,29844.1906779661,0.0,0,162
292139,0.1865,146.39606488692024,0.0006142506142506,40310.702097902096,29571.91717171717,0.0,93,198
302139,0.019,147.26996514849122,0.0010183299389002,39349.87421383648,31580.15922330097,0.0,9,255
312139,0.025,148.91827038594985,0.0010245901639344,41284.16504854369,31016.563197026026,0.0,12,257
322139,0.003,151.5370694017179,0.001002004008016,44081.30324909747,30734.10442477876,0.0,1,208
332139,0.0755,161.54200500392906,0.0016198704103671,46432.125899280574,31452.07407407408,0.0,37,180
342139,0.0035,157.5780603789688,0.001503006012024,46684.96091954023,31430.94551282051,0.0,1,198
352139,0.064,160.9546230323821,0.0,45556.032838983054,31437.49237804878,0.0,32,260
362139,0.002,161.28171779344396,0.0,39779.30735930736,32059.081360946744,0.0,1,345
372139,0.0,187.5944203644337,0.0,33545.855212355214,29867.75123762376,0.0,0,593
382139,0.002,216.825814690466,0.0,36180.23463687151,27851.988529718456,0.0,1,471
392139,0.0095,250.95591104174795,0.0015120967741935,38505.5743902439,28104.69710272169,0.0,4,454
402139,0.3715,254.5985343376295,0.0023809523809523,41064.455151515154,28310.764556962025,0.0,185,428
412139,0.09,255.96801079247533,0.0,43570.16989117291,28797.61506961507,0.0,45,398
422139,0.002,256.8632606795392,0.0,45953.88882175227,29619.516334661355,0.0,1,312
432139,0.08175,268.3136675930661,0.0019021739130434,47374.828349282296,31918.34575260805,0.0,40,289
442139,0.006,270.06167743628134,0.0,48535.06961651918,32498.61722141824,0.0,3,270
452139,0.09975,268.10162361574646,0.001940133037694,48982.28193325661,32371.452601568068,0.0,49,274
462139,0.082,272.3959674470235,0.0,49529.54049493813,32973.175017158545,0.0,41,290
472139,0.318,272.1164741739191,0.0,50193.45154185022,32773.99327505044,0.0,159,306
482139,0.168,270.41496331970654,0.0,51331.69260065288,32510.620941020545,0.0,84,305
492139,0.484,268.95816019457914,0.0,52939.07282608696,32359.498041775456,0.0,242,306
502139,0.246,263.7739749352271,0.0,54549.13897937025,32362.629484670582,0.0,123,294
512139,0.046,260.310579744952,0.0,56117.89148128052,32447.12702527544,0.0,23,260
522139,0.034,255.98700729116192,0.0,57183.32506738544,32510.85197155785,0.0,17,266
532139,0.012,254.2613865926008,0.0,58340.70241286863,33526.16858237548,0.0,6,260
542139,0.13,253.07753177690591,0.0,59032.5256749603,34913.39546599496,0.0,65,257
552139,0.0,252.2495241234544,0.0,60243.84530095037,35107.49565756824,0.0,0,249
562139,0.07,248.83809876205,0.0,61057.7200418629,35035.55219271155,0.0,35,254
572139,0.458,247.5090843309056,0.0,62237.38517745303,36596.55399633923,0.0,229,256
582139,0.566,244.44471165821216,0.0,63573.50208768268,37083.31754705525,0.0,283,256
592139,0.766,240.90019404227723,0.0,64909.61899791232,37680.86553603877,0.0,383,256
602139,0.692,237.6168957665921,0.0,65974.7474012474,38456.72041062802,0.0,346,257
612139,0.008,235.005448109008,0.0,64397.333333333336,38634.93993993994,0.0,4,287
622139,0.048,240.3938669654209,0.0,64255.46402704008,37757.62391681109,0.0,24,283
632139,0.014,244.2450157322994,0.0,62269.27417883212,37043.37437045328,0.0,7,337
642139,0.0175,249.45627037136825,0.0015243902439024,62267.81733333333,36251.81769147789,0.0,8,354
652139,0.01775,251.0630402414209,0.0017784552845528,62676.51132404181,35810.29551451188,0.0,8,344
662139,0.082,254.57857036060403,0.0,63973.37109375,35434.36084059456,0.0,41,335
672139,0.00575,252.97624449704605,0.0017570281124497,65372.8738074588,35393.08180894309,0.0,2,315
682139,0.29575,249.6476524579301,0.0024787535410764,66659.12819402339,35415.127346524605,0.0,147,295
692139,0.024,248.41252985310751,0.0,66614.78404751803,35748.31055276382,0.0,12,316
702139,0.02175,249.0583773298449,0.0017857142857142,66076.34923899629,35527.422924901184,0.0,10,347
712139,0.1255,251.8699298872832,0.0017123287671232,65577.21021140806,35335.5746628131,0.0,62,387
722139,0.02325,253.52681408980817,0.0012781186094069,65340.51936483346,35194.50165172251,0.0,11,412
732139,0.002,255.9645094715621,0.0,64541.94566430964,34774.32457353619,0.0,1,481
742139,0.244,256.7066277341576,0.0,65375.41282051282,34455.44081632653,0.0,122,503
752139,0.018,255.70592669706,0.0,66915.96099161502,34333.722371967655,0.0,9,484
762139,0.084,255.9785026091041,0.0,68459.13299418605,34290.030115146146,0.0,42,465
772139,0.012,255.7964304354527,0.0,70076.63049001814,34503.5113735783,0.0,6,437
782139,0.039,255.95041290614583,0.001039501039501,68798.73757386167,34867.93223996547,0.0,19,497
792139,0.0135,259.4817323727275,0.0015182186234817,69075.96974847042,34321.18999579655,0.0,6,522
802139,0.0145,260.5553401592492,0.0005070993914807,68278.6265926168,34022.65853658537,0.0,7,566
812139,0.0,265.32600946389715,0.0,62206.65197349467,33437.256615878105,0.0,0,789
822139,0.002,281.75089613800105,0.0,61006.78847714363,31983.610220067138,0.0,1,957
832139,0.0,284.3871035968751,0.0,63117.471298283264,31698.523548740417,0.0,0,830
842139,0.016,297.22029261202727,0.0,65230.51004016064,31640.68484639282,0.0,8,746
852139,0.02,302.959024290638,0.0,67076.89182692308,31906.016064257023,0.0,10,711
862139,0.026,303.8544828618123,0.0,68266.67415433403,32141.482189973616,0.0,13,718
872139,0.1,303.639672116486,0.0,68745.67381752392,32118.08189233279,0.0,50,768
882139,0.31175,303.6256190917758,0.0025362318840579,69538.22842639594,31936.937096774192,0.0,155,797
892139,0.00375,304.28980237384536,0.001753507014028,69925.47277227722,31891.40833863781,0.0,1,843
902139,0.01,306.0885295946633,0.0,70511.95425943853,31618.917709637048,0.0,5,894
912139,0.462,306.6164257859822,0.0,72173.81864040355,31403.274019153538,0.0,231,896
922139,0.0,306.0085301673609,0.0,74006.76069806359,31308.18156766687,0.0,0,879
932139,0.046,306.15519788357744,0.0,75959.41913167939,31808.05025734181,0.0,23,813
942139,0.23,309.7835881966462,0.0,77742.29588193288,33518.10183540556,0.0,115,799
952139,0.18,308.61712418039804,0.0,78159.6563958917,34280.305498382826,0.0,90,832
962139,0.02,309.8995051650541,0.0,79006.90455381785,33979.67139959432,0.0,10,854
972139,0.002,310.44449404869056,0.0,79542.13766644099,33761.65502433438,0.0,1,878
982139,0.03,312.4738962611198,0.0,80259.40057700843,33479.36627252252,0.0,15,888
992139,0.194,314.9848962695752,0.0,81018.29292267366,33239.84904617086,0.0,97,910
1002139,0.138,316.1525496961998,0.0,82402.60684872128,33016.03054267794,0.0,69,921
1012139,0.0,315.1630359071234,0.0,84159.44943820225,32898.348049837485,0.0,0,892
